data_id,price,brand,category,product_name,units,quantity,unit_type,store_name,image_url,start_date,end_date,public_urls,translated_product,tinder_bio
10995266,8.0,Hello Sensitive,Babypleje,Vådservietter,1,100,pk.,Netto,https://static.tilbudsugen.dk/1st-retail/2026/11/64774/Netto102026-1_8_63x3714_2463x6862_zoom.jpg,2026-03-07,2026-03-13,https://res.cloudinary.com/dfqzmnlga/image/upload/v1772854600/2026-03-07/10995266.jpg,Wet napkins,Wet napkins: the ultimate refresh for your awkward moments. 🧴✨
10995577,29.0,Always,Intimhygiejne,Trusseindlæg,1,60,pk.,Netto,https://static.tilbudsugen.dk/1st-retail/2026/11/64774/Netto102026-1_26_109x2782_2401x4911_zoom.jpg,2026-03-07,2026-03-13,https://res.cloudinary.com/dfqzmnlga/image/upload/v1772854601/2026-03-07/10995577.jpg,Panty posts,✨ Always ready for a good laugh and a good time!
10995430,10.0,,Papir,Servietter,1,20,pk.,Netto,https://static.tilbudsugen.dk/1st-retail/2026/11/64774/Netto102026-1_34_1780x4669_3182x6755_zoom.jpg,2026-03-07,2026-03-13,https://res.cloudinary.com/dfqzmnlga/image/upload/v1772854601/2026-03-07/10995430.jpg,Napkins and napkin liners for babies,"Soft, cozy napkins and liners for little ones 🌟"
10995379,10.0,,Papir,Servietter,1,20,pk.,Netto,https://static.tilbudsugen.dk/1st-retail/2026/11/64774/Netto102026-1_30_204x4783_1786x6641_zoom.jpg,2026-03-07,2026-03-13,https://res.cloudinary.com/dfqzmnlga/image/upload/v1772854602/2026-03-07/10995379.jpg,Napkins and napkin liners for babies,"Soft, gentle napkins and liners that keep little ones comfortable and tidy 🌟"
10995385,20.0,,Papir,Servietter,1,40,pk.,Netto,https://static.tilbudsugen.dk/1st-retail/2026/11/64774/Netto102026-1_32_216x120_1756x1840_zoom.jpg,2026-03-07,2026-03-13,https://res.cloudinary.com/dfqzmnlga/image/upload/v1772854602/2026-03-07/10995385.jpg,Napkins and napkin liners for babies,✨ Napkin superheroes for baby bites! ✨
10995261,45.0,Midi,Bleer,Bleer str 3 4-9 kg,1,56,pk.,Netto,https://static.tilbudsugen.dk/1st-retail/2026/11/64774/Netto102026-1_8_2393x3556_4959x6870_zoom.jpg,2026-03-07,2026-03-13,https://res.cloudinary.com/dfqzmnlga/image/upload/v1772854603/2026-03-07/10995261.jpg,Diapers size 3 4-9 kg,"✨ Super soft, super strong, and super ready for any baby needs! 🛠️"
10995435,10.0,,Papir,Bordkort,1,12,pk.,Netto,https://static.tilbudsugen.dk/1st-retail/2026/11/64774/Netto102026-1_34_258x2607_2571x4615_zoom.jpg,2026-03-07,2026-03-13,https://res.cloudinary.com/dfqzmnlga/image/upload/v1772854603/2026-03-07/10995435.jpg,Table cards,"✨ Cardboard wonders, sorted and shared! ✨"
10995263,45.0,Maxi,Bleer,Bleer str 4 7-18 kg,1,50,pk.,Netto,https://static.tilbudsugen.dk/1st-retail/2026/11/64774/Netto102026-1_8_2393x3556_4959x6870_zoom.jpg,2026-03-07,2026-03-13,https://res.cloudinary.com/dfqzmnlga/image/upload/v1772854604/2026-03-07/10995263.jpg,Diapers size 4 7-18 kg,✨ Size up for the mess! 🛒
10995264,45.0,Junior,Bleer,Bleer str 5 11-25 kg,1,44,pk.,Netto,https://static.tilbudsugen.dk/1st-retail/2026/11/64774/Netto102026-1_8_2393x3556_4959x6870_zoom.jpg,2026-03-07,2026-03-13,https://res.cloudinary.com/dfqzmnlga/image/upload/v1772854604/2026-03-07/10995264.jpg,Diapers size 5 11-25 kg,"✨ Size 5, 11-25 kg: The ultimate diaper superhero 🌟"
10995265,45.0,XL,Bleer,Bleer str 6 15-30 kg,1,40,pk.,Netto,https://static.tilbudsugen.dk/1st-retail/2026/11/64774/Netto102026-1_8_2393x3556_4959x6870_zoom.jpg,2026-03-07,2026-03-13,https://res.cloudinary.com/dfqzmnlga/image/upload/v1772854605/2026-03-07/10995265.jpg,Diapers size 6 15-30 kg,"Size 6, 15-30 kg: The ultimate protector of little ones, always ready to roll. 🛠️"
