data_id,price,brand,category,product_name,units,quantity,unit_type,store_name,image_url,start_date,end_date,public_urls,translated_product,tinder_bio
11073601,20.0,,Frugt,Vindruer,1,0,bk.,Netto,https://static.tilbudsugen.dk/1st-retail/2026/18/65183/Netto172026-1_14_2521x4841_4890x6784_zoom.jpg,2026-04-25,2026-05-01,https://res.cloudinary.com/dfqzmnlga/image/upload/v1777090373/2026-04-25/11073601.jpg,Grapes,"Glistening and juicy, I'm the perfect snack for any mood — just ask me what I'm doing. 🍇"
11073597,20.0,,Grønt,Asparges,1,0,bdt.,Netto,https://static.tilbudsugen.dk/1st-retail/2026/18/65183/Netto172026-1_14_2537x787_4944x3103_zoom.jpg,2026-04-25,2026-05-01,https://res.cloudinary.com/dfqzmnlga/image/upload/v1777090373/2026-04-25/11073597.jpg,Beans (without pods),"Bean-blasting, emoji-lover, ready to sprout a new adventure 🌱"
11073557,15.0,ØGO,Grønt,Champignon,1,0,bk.,Netto,https://static.tilbudsugen.dk/1st-retail/2026/18/65183/Netto172026-1_8_70x4452_4939x6876_zoom.jpg,2026-04-25,2026-05-01,https://res.cloudinary.com/dfqzmnlga/image/upload/v1777090374/2026-04-25/11073557.jpg,Champignon,"🍄 Secret agent of the mushroom kingdom, secretly delivering fresh flavors to your doorstep. 🌱✨"
11073596,10.0,Næmt,Grønt,Salat,1,0,ps.,Netto,https://static.tilbudsugen.dk/1st-retail/2026/18/65183/Netto172026-1_14_38x884_2510x3016_zoom.jpg,2026-04-25,2026-05-01,https://res.cloudinary.com/dfqzmnlga/image/upload/v1777090374/2026-04-25/11073596.jpg,Lettuce,"Crispy and refreshing, I'm the green hero of any salad—fresh, crisp, and always in season. 🥦"
11073491,10.0,Driscolls,Frugt,Hindbær,1,0,bk.,Netto,https://static.tilbudsugen.dk/1st-retail/2026/18/65183/Netto172026-1_3_2488x231_4879x3545_zoom.jpg,2026-04-25,2026-05-01,https://res.cloudinary.com/dfqzmnlga/image/upload/v1777090374/2026-04-25/11073491.jpg,Raspberries,"Pink-pink and sweet, I'm the perfect punchline to any snack moment 🍓"
11073598,12.0,,Grønt,Sugarsnaps,1,0,bk.,Netto,https://static.tilbudsugen.dk/1st-retail/2026/18/65183/Netto172026-1_14_70x3059_2488x4906_zoom.jpg,2026-04-25,2026-05-01,https://res.cloudinary.com/dfqzmnlga/image/upload/v1777090375/2026-04-25/11073598.jpg,Sugar snaps,"Sugar snaps? Oh, they're the sweetest little surprises—snapping open like tiny hearts, ready to burst with flavor! 🍬"
11073576,24.0,Pedersens Udvalgte,Grønt,Tomater,1,0,bk.,Netto,https://static.tilbudsugen.dk/1st-retail/2026/18/65183/Netto172026-1_11_3697x792_4917x3054_zoom.jpg,2026-04-25,2026-05-01,https://res.cloudinary.com/dfqzmnlga/image/upload/v1777090375/2026-04-25/11073576.jpg,Tomatoes,"Red, ripe, and ready to burst—tomatoes are the flavor of the day! 🍅"
11073600,15.0,Næmt,Frugt,Granatæblekerner,1,0,bg.,Netto,https://static.tilbudsugen.dk/1st-retail/2026/18/65183/Netto172026-1_14_81x4992_2504x6811_zoom.jpg,2026-04-25,2026-05-01,https://res.cloudinary.com/dfqzmnlga/image/upload/v1777090375/2026-04-25/11073600.jpg,Pomegranate kernels,"✨ Split open, taste the explosion of life inside—each kernel a tiny universe. ✨"
11073495,7.0,Brunchy,Bacon,Baconskiver,1,0,pk.,Netto,https://static.tilbudsugen.dk/1st-retail/2026/18/65183/Netto172026-1_4_27x236_2429x3324_zoom.jpg,2026-04-25,2026-05-01,https://res.cloudinary.com/dfqzmnlga/image/upload/v1777090376/2026-04-25/11073495.jpg,Bacon washers,Bacon washers: Clean your life with a little crispy flair. 🍬
11073579,18.0,Brunchy,Bacon,Bacontern,1,0,pk.,Netto,https://static.tilbudsugen.dk/1st-retail/2026/18/65183/Netto172026-1_11_3735x3162_4939x4922_zoom.jpg,2026-04-25,2026-05-01,https://res.cloudinary.com/dfqzmnlga/image/upload/v1777090376/2026-04-25/11073579.jpg,Bacontern,"Bacontern: The crispy, smoky hero of breakfast, ready to ignite your day with a perfect crunch. 🍬"
11073594,25.0,,Kylling,Kyllingeunderlår,1,0,pk.,Netto,https://static.tilbudsugen.dk/1st-retail/2026/18/65183/Netto172026-1_13_59x4911_2472x6811_zoom.jpg,2026-04-25,2026-05-01,https://res.cloudinary.com/dfqzmnlga/image/upload/v1777090377/2026-04-25/11073594.jpg,Chicken's thighs,"Sizzling with flavor, I'm the chicken's thigh that's ready to ignite your taste buds! 🍗🔥"
11073685,39.0,Rose,Kylling,Hakket kylling 7-10%,1,0,bk.,Netto,https://static.tilbudsugen.dk/1st-retail/2026/18/65183/Netto172026-1_13_2515x4857_4917x6822_zoom.jpg,2026-04-25,2026-05-01,https://res.cloudinary.com/dfqzmnlga/image/upload/v1777090377/2026-04-25/11073685.jpg,Chicked chicken 7-10%,✨ Chicked chicken 7-10% – the perfect blend of flavor and fun! 🍗
11073589,75.0,,Kylling,Kylling,1,1,stk.,Netto,https://static.tilbudsugen.dk/1st-retail/2026/18/65183/Netto172026-1_12_2861x4587_4895x6817_zoom.jpg,2026-04-25,2026-05-01,https://res.cloudinary.com/dfqzmnlga/image/upload/v1777090377/2026-04-25/11073589.jpg,Chicken,"Sizzling with flavor, I'm the chicken that never folds – ready to conquer your taste buds! 🍗"
11073684,39.0,Rose,Kylling,Kyllingebrystfilet,1,0,bk.,Netto,https://static.tilbudsugen.dk/1st-retail/2026/18/65183/Netto172026-1_13_2515x4857_4917x6822_zoom.jpg,2026-04-25,2026-05-01,https://res.cloudinary.com/dfqzmnlga/image/upload/v1777090378/2026-04-25/11073684.jpg,Chicken breast fillet,"Sizzling with flavor, ready to conquer any plate! 🍗"
11073595,39.0,Rose,Kylling,Kyllingeinderfileter,1,0,bk.,Netto,https://static.tilbudsugen.dk/1st-retail/2026/18/65183/Netto172026-1_13_2515x4857_4917x6822_zoom.jpg,2026-04-25,2026-05-01,https://res.cloudinary.com/dfqzmnlga/image/upload/v1777090378/2026-04-25/11073595.jpg,Chicken eiderphilets,"Eater of crispy chicken and egg wonders, 🍗✨"
11073683,25.0,,Kylling,Kyllingestrimler,1,0,pk.,Netto,https://static.tilbudsugen.dk/1st-retail/2026/18/65183/Netto172026-1_13_59x4911_2472x6811_zoom.jpg,2026-04-25,2026-05-01,https://res.cloudinary.com/dfqzmnlga/image/upload/v1777090378/2026-04-25/11073683.jpg,Chicken straws,"Savor the crunch of a perfect bite, one straws at a time. 🍗"
11073591,19.95,Velsmag,Grisekød,Flæskesteg,1,0,stk.,Netto,https://static.tilbudsugen.dk/1st-retail/2026/18/65183/Netto172026-1_13_81x3081_2434x4852_zoom.jpg,2026-04-25,2026-05-01,https://res.cloudinary.com/dfqzmnlga/image/upload/v1777090379/2026-04-25/11073591.jpg,Pork roast,"🔥Sizzling with flavor, ready to conquer your taste buds! 🍖"
