data_id,price,brand,category,product_name,units,quantity,unit_type,store_name,image_url,start_date,end_date,public_urls,translated_product,tinder_bio
10985926,20.0,Kleenex,Lommetørklæder,Lommetørklæder,1,112,pk.,Netto,https://static.tilbudsugen.dk/1st-retail/2026/10/64710/Netto92026-1_26_1648x4927_3272x6839_zoom.jpg,2026-02-28,2026-03-06,https://res.cloudinary.com/dfqzmnlga/image/upload/v1772249773/2026-02-28/10985926.jpg,Handkerchiefs,"✨ Wipe away the chaos, one soft touch at a time. ✨"
10985960,5.0,,Husholdningsartikler,Affaldsposer,1,12,pk.,Netto,https://static.tilbudsugen.dk/1st-retail/2026/10/64710/Netto92026-1_26_96x2865_1672x4825_zoom.jpg,2026-02-28,2026-03-06,https://res.cloudinary.com/dfqzmnlga/image/upload/v1772249774/2026-02-28/10985960.jpg,Waste bags,"✨ Trash lifer, trash hero, trash tracker – where waste meets wonder! 🌍🗑️"
10985959,5.0,,Husholdningsartikler,Bagepapir,1,12,pk.,Netto,https://static.tilbudsugen.dk/1st-retail/2026/10/64710/Netto92026-1_26_96x2865_1672x4825_zoom.jpg,2026-02-28,2026-03-06,https://res.cloudinary.com/dfqzmnlga/image/upload/v1772249775/2026-02-28/10985959.jpg,Bakery paper,"Baked in perfect layers, ready to cradle your treats—no crumbs, just delight. 🍰"
10986019,18.0,Planteliv,"Muld, spagnum, flis m.m.",Blomsterjord,1,17,sæk,Netto,https://static.tilbudsugen.dk/1st-retail/2026/10/64710/Netto92026-1_29_240x4645_2463x6761_zoom.jpg,2026-02-28,2026-03-06,https://res.cloudinary.com/dfqzmnlga/image/upload/v1772249775/2026-02-28/10986019.jpg,Flower soil,🌼 Bloom where you plant—soil that brings life to your ideas!
10985981,239.0,Nicorette,Nikotinprodukter,Nikotintyggegummi,1,210,pk.,Netto,https://static.tilbudsugen.dk/1st-retail/2026/10/64710/Netto92026-1_27_2858x84_4932x2715_zoom.jpg,2026-02-28,2026-03-06,https://res.cloudinary.com/dfqzmnlga/image/upload/v1772249776/2026-02-28/10985981.jpg,Nicotine gum,Smile and stay strong—because every hit is a victory. 🌟
10985979,239.0,Nicotinell,Nikotinprodukter,Nikotintyggegummi,1,204,stk.,Netto,https://static.tilbudsugen.dk/1st-retail/2026/10/64710/Netto92026-1_27_2858x84_4932x2715_zoom.jpg,2026-02-28,2026-03-06,https://res.cloudinary.com/dfqzmnlga/image/upload/v1772249777/2026-02-28/10985979.jpg,Nicotine gum,"Smile, relax, and feel the burn—because every hit is a victory. 🌟"
10986013,8.0,,"Planter, buske & træer",Planter,1,6,bk.,Netto,https://static.tilbudsugen.dk/1st-retail/2026/10/64710/Netto92026-1_29_2505x66_4950x2391_zoom.jpg,2026-02-28,2026-03-06,https://res.cloudinary.com/dfqzmnlga/image/upload/v1772249777/2026-02-28/10986013.jpg,Plants,"🌿 Sprout your ideas, grow your connections, and let nature guide you!"
10985637,49.0,Comfort,Bleer,Bleer str 5 9-14 kg,1,34,pk.,Netto,https://static.tilbudsugen.dk/1st-retail/2026/10/64710/Netto92026-1_8_2481x264_4932x3602_zoom.jpg,2026-02-28,2026-03-06,https://res.cloudinary.com/dfqzmnlga/image/upload/v1772249778/2026-02-28/10985637.jpg,Diapers size 5 9-14 kg,"Size 5, ready to keep things going—just don't ask me to do the laundry. 🛠️"
10985966,28.95,Ibumetin,Medicin,Smertestillende,1,20,pk.,Netto,https://static.tilbudsugen.dk/1st-retail/2026/10/64710/Netto92026-1_27_30x72_1696x1355_zoom.jpg,2026-02-28,2026-03-06,https://res.cloudinary.com/dfqzmnlga/image/upload/v1772249778/2026-02-28/10985966.jpg,Painkillers,Painkillers: Life's rough spots? I'm here to make it smoother. 🌟
10985636,49.0,Comfort,Bleer,Bleer str 6 13-20 kg,1,32,pk.,Netto,https://static.tilbudsugen.dk/1st-retail/2026/10/64710/Netto92026-1_8_2481x264_4932x3602_zoom.jpg,2026-02-28,2026-03-06,https://res.cloudinary.com/dfqzmnlga/image/upload/v1772249779/2026-02-28/10985636.jpg,Diapers size 6 13-20 kg,"✨ Size 6, 13-20 kg: The ultimate protector of little ones, always ready to keep them safe and cozy! 🛍️"
