data_id,price,brand,category,product_name,units,quantity,unit_type,store_name,start_date,end_date,public_urls,translated_product,tinder_bio
10808524,9.0,Shine,Rengøringsartikler,Rengøringsservietter,1,48,pk.,Netto,2025-11-08,2025-11-14,https://res.cloudinary.com/dfqzmnlga/image/upload/v1762613714/2025-11-08/10808524.jpg,Cleaning napkins,"Clean up, then relax — napkins keep things fresh! 🧼✨"
10808526,9.0,Hello Sensitive,Rengøringsartikler,Rengøringsservietter,1,32,pk.,Netto,2025-11-08,2025-11-14,https://res.cloudinary.com/dfqzmnlga/image/upload/v1762613715/2025-11-08/10808526.jpg,Cleaning napkins,"✨ Clean up, clean up, clean up—your space, your style! ✨"
10808451,10.0,,Papir,Servietter,1,20,pk.,Netto,2025-11-08,2025-11-14,https://res.cloudinary.com/dfqzmnlga/image/upload/v1762613715/2025-11-08/10808451.jpg,Napkins and napkin liners for babies,"Soft, absorbent napkins and liners for little ones 🌟"
10808540,26.0,Shine,Opvask,Maskinopvask-tabs,1,50,pk.,Netto,2025-11-08,2025-11-14,https://res.cloudinary.com/dfqzmnlga/image/upload/v1762613716/2025-11-08/10808540.jpg,Machine-washing losses,"Wash your clothes, but don't worry—my losses are all covered. 🧿"
10808550,16.0,Murph,Kosttilskud,Træningstilskud,1,20,stk.,Netto,2025-11-08,2025-11-14,https://res.cloudinary.com/dfqzmnlga/image/upload/v1762613716/2025-11-08/10808550.jpg,Training grants,"✨ Training grants: fuel your growth, not your budget! ✨"
10808533,26.0,Hello Sailor,Opvask,Maskinopvask-tabs,1,30,pk.,Netto,2025-11-08,2025-11-14,https://res.cloudinary.com/dfqzmnlga/image/upload/v1762613717/2025-11-08/10808533.jpg,Machine-washing losses,"✨ Washing clothes without a trace, but still losing something magical. ✨"
10808410,20.0,ASP,Stearinlys,Juletræslys,1,20,pk.,Netto,2025-11-08,2025-11-14,https://res.cloudinary.com/dfqzmnlga/image/upload/v1762613717/2025-11-08/10808410.jpg,Christmas tree lights,"✨ Light up the night with me, wherever the holiday cheer takes you! 🎄"
10808415,25.0,,Jul,Julekugler,1,25,pk.,Netto,2025-11-08,2025-11-14,https://res.cloudinary.com/dfqzmnlga/image/upload/v1762613718/2025-11-08/10808415.jpg,Christmas balls,✨ Sparkle and shimmer with the joy of Christmas! 🎄
10808325,30.0,Pukka,Te,Tebreve,1,20,pk.,Netto,2025-11-08,2025-11-14,https://res.cloudinary.com/dfqzmnlga/image/upload/v1762613719/2025-11-08/10808325.jpg,Tea Letters,"✨ Whispering words in a cup, delivering joy with every brew. 🌱"
10806361,1.5,,Frugt,Bananer,1,1,stk.,Netto,2025-11-08,2025-11-14,https://res.cloudinary.com/dfqzmnlga/image/upload/v1762613719/2025-11-08/10806361.jpg,Bananas,"🍌 Whispers of joy, ready to burst into a sunny day! 🌞"
10808508,79.0,Neophos,Opvask,Maskinopvask-tabs,1,40,pk.,Netto,2025-11-08,2025-11-14,https://res.cloudinary.com/dfqzmnlga/image/upload/v1762613720/2025-11-08/10808508.jpg,Machine-washing losses,"Wash away your worries, one cycle at a time 🧹✨"
10808414,40.0,,Jul,Julekugler,1,20,pk.,Netto,2025-11-08,2025-11-14,https://res.cloudinary.com/dfqzmnlga/image/upload/v1762613721/2025-11-08/10808414.jpg,Christmas balls,✨ Sparkle and swirl with the joy of Christmas! ✨
10808434,69.0,Nord Home LIving,Stearinlys,Kronelys,1,30,pk.,Netto,2025-11-08,2025-11-14,https://res.cloudinary.com/dfqzmnlga/image/upload/v1762613722/2025-11-08/10808434.jpg,Crown candles,✨ Glow up your space with a little magic—crown candles turn any room into a cozy sanctuary. ✨
10806806,19.0,Classic,Husholdningspapir,Toiletpapir,1,8,pk.,Netto,2025-11-08,2025-11-14,https://res.cloudinary.com/dfqzmnlga/image/upload/v1762613723/2025-11-08/10806806.jpg,Toilet paper,"✨ Always ready to wipe away the mess, whether it's life or laundry! ✨"
10808375,20.0,Chai Latte,Te,Instant Te Pumpkin Spice,1,8,pk.,Netto,2025-11-08,2025-11-14,https://res.cloudinary.com/dfqzmnlga/image/upload/v1762613724/2025-11-08/10808375.jpg,Instant Te Pumpkin Spice,✨ Spice up your day with a dash of warmth and a sprinkle of joy! ✨
10808377,20.0,Chai Latte,Te,Instant Te Vanilje,1,8,pk.,Netto,2025-11-08,2025-11-14,https://res.cloudinary.com/dfqzmnlga/image/upload/v1762613725/2025-11-08/10808377.jpg,Instant Te Vanilla,"✨ Vanilla bliss, delivered instantly—no wait, no wait, no wait! 🌟"
10808378,20.0,Skinny Chai Latte,Te,Instant Te Karamel,1,8,pk.,Netto,2025-11-08,2025-11-14,https://res.cloudinary.com/dfqzmnlga/image/upload/v1762613725/2025-11-08/10808378.jpg,Instant Te Karamel,"✨ Sweet, instant caramel that melts in your mouth and leaves you craving more! ✨"
10808430,20.0,,Stearinlys,Fyrfadslys,1,8,ps.,Netto,2025-11-08,2025-11-14,https://res.cloudinary.com/dfqzmnlga/image/upload/v1762613726/2025-11-08/10808430.jpg,Lighthouse lights,"✨ Guiding through the chaos with steady, bright light 🌟"
10808374,20.0,Chai Latte,Te,Instant Te Choco Orange,1,8,pk.,Netto,2025-11-08,2025-11-14,https://res.cloudinary.com/dfqzmnlga/image/upload/v1762613728/2025-11-08/10808374.jpg,Instant Te Choco Orange,✨ Chocoholic delight that melts in your mouth and leaves you craving more! ✨
10808373,20.0,Chai Latte,Te,Instant Te Kakao,1,8,pk.,Netto,2025-11-08,2025-11-14,https://res.cloudinary.com/dfqzmnlga/image/upload/v1762613728/2025-11-08/10808373.jpg,Instant Tea Cocoa,"Sip, sip, and savor the moment—because life's too short for slow brews. ☕✨"
10808376,20.0,Chai Latte,Te,Instant Te Grøn Te,1,8,pk.,Netto,2025-11-08,2025-11-14,https://res.cloudinary.com/dfqzmnlga/image/upload/v1762613729/2025-11-08/10808376.jpg,Instant Tea Green Tea,"Sip, savor, and unwind with a perfect blend of calm and flavor 🍵"
10807303,26.0,ØGO,Skalæg,Økologiske æg M/L,1,10,bk.,Netto,2025-11-08,2025-11-14,https://res.cloudinary.com/dfqzmnlga/image/upload/v1762613730/2025-11-08/10807303.jpg,Organic eggs M/L,"Egg-shaped adventures await—fresh, organic, and perfectly proportioned. 🍋"
10808255,10.0,Knorr,Saucer,Hollandaisesauce,1,3,pk.,Netto,2025-11-08,2025-11-14,https://res.cloudinary.com/dfqzmnlga/image/upload/v1762613730/2025-11-08/10808255.jpg,Hollandaise sauce,"✨ Smooth, silky, and perfectly poured — I'm the buttery kiss your plate deserves. ✨"
10808256,10.0,Knorr,Saucer,Bearnaisesauce,1,3,pk.,Netto,2025-11-08,2025-11-14,https://res.cloudinary.com/dfqzmnlga/image/upload/v1762613731/2025-11-08/10808256.jpg,Bearnaise sauce,🔥 The world's most deliciously dramatic sauce — perfect for turning any meal into a culinary masterpiece. 🍽️
10808257,10.0,Knorr,Saucer,Green Pepper Sauce,1,3,pk.,Netto,2025-11-08,2025-11-14,https://res.cloudinary.com/dfqzmnlga/image/upload/v1762613732/2025-11-08/10808257.jpg,Green Pepper Sauce,"Savor the flavor of life with a sprinkle of spice—fresh, vibrant, and always in season. 🍅"
10808250,10.0,Knorr,Saucer,Brown Sauce,1,3,pk.,Netto,2025-11-08,2025-11-14,https://res.cloudinary.com/dfqzmnlga/image/upload/v1762613732/2025-11-08/10808250.jpg,Brown Sauce,Savor the flavor of life with every spoonful — 🍴
10808258,10.0,Knorr,Saucer,Champignon Sauce,1,3,pk.,Netto,2025-11-08,2025-11-14,https://res.cloudinary.com/dfqzmnlga/image/upload/v1762613733/2025-11-08/10808258.jpg,Champignon Sauce,"✨ Savor the flavor of adventure with my creamy, cheesy sauce that turns any dish into a culinary masterpiece! ✨"
10808259,10.0,Knorr,Saucer,Cabaretsauce,1,3,pk.,Netto,2025-11-08,2025-11-14,https://res.cloudinary.com/dfqzmnlga/image/upload/v1762613734/2025-11-08/10808259.jpg,Cabaret sauce,"Savor the chaos with a dash of flair—Cabaret sauce, ready to turn any meal into a performance. 🍴✨"
10806804,19.0,Classic,Husholdningspapir,Køkkenrulle,1,4,pk.,Netto,2025-11-08,2025-11-14,https://res.cloudinary.com/dfqzmnlga/image/upload/v1762613734/2025-11-08/10806804.jpg,Kitchen roll,"✨ Savory snacks, fresh ideas, and a dash of chaos in every bite! 🍽️"
10808152,29.47,Snickers,Multipak,Issnacks,1,6,pk.,Netto,2025-11-08,2025-11-14,https://res.cloudinary.com/dfqzmnlga/image/upload/v1762613735/2025-11-08/10808152.jpg,Issnacks,✨ Snack your day with surprises! 🍿
10807126,10.0,,Grønt,Porrer,1,2,bdt.,Netto,2025-11-08,2025-11-14,https://res.cloudinary.com/dfqzmnlga/image/upload/v1762613735/2025-11-08/10807126.jpg,Leek,"A humble leek, ready to add a touch of green to any dish—whether it's a salad, soup, or stir-fry. 🌱"
10808151,6.0,,Frugt,Granatæbler,1,1,stk.,Netto,2025-11-08,2025-11-14,https://res.cloudinary.com/dfqzmnlga/image/upload/v1762613736/2025-11-08/10808151.jpg,Pomegranates,"""Split open, taste the explosion of life—every seed a story, every bite a celebration."" 🍐"
10808238,16.0,Amo,Mel & Melblandinger,Hvedemel,1,2,ps.,Netto,2025-11-08,2025-11-14,https://res.cloudinary.com/dfqzmnlga/image/upload/v1762613737/2025-11-08/10808238.jpg,Wheat flour,"Soft, sturdy, and versatile — the heart of any great loaf. 🍞"
10808510,39.0,Colgate,Tandpleje,Tandbørste,1,6,pk.,Netto,2025-11-08,2025-11-14,https://res.cloudinary.com/dfqzmnlga/image/upload/v1762613738/2025-11-08/10808510.jpg,Toothbrush,"Brushing away doubts, one smile at a time 😄"
10808154,2.0,Amper Energy Drink,Energi- Sports- & Vitamindrikke,Energidrik,1,0,ds.,Netto,2025-11-08,2025-11-14,https://res.cloudinary.com/dfqzmnlga/image/upload/v1762613738/2025-11-08/10808154.jpg,Energy Drink,"💥 Supercharged with energy, ready to crush any challenge!"
10808538,8.0,Shine,Opvask,Opvaskemiddel,1,1,stk.,Netto,2025-11-08,2025-11-14,https://res.cloudinary.com/dfqzmnlga/image/upload/v1762613739/2025-11-08/10808538.jpg,Dishwasher,"Wash the dishes, clean the mess, and leave the world sparkling — because I'm the hero behind the curtain! 🧼"
10808155,2.0,Amper Energy Drink,Energi- Sports- & Vitamindrikke,Energidrik,1,0,ds.,Netto,2025-11-08,2025-11-14,https://res.cloudinary.com/dfqzmnlga/image/upload/v1762613740/2025-11-08/10808155.jpg,Energy Drink,"💥 Stay charged, stay unstoppable! 🌟"
10808194,25.0,Magnum,Multipak,Double Gold Caramel Billionaire ispinde,1,3,pk.,Netto,2025-11-08,2025-11-14,https://res.cloudinary.com/dfqzmnlga/image/upload/v1762613740/2025-11-08/10808194.jpg,Double Gold Caramel Billionaire Popsicle,✨ Double Gold Caramel Billionaire Popsicle 🍦✨
10808198,25.0,Magnum,Multipak,Utopia Double Cherry Ispinde,1,3,pk.,Netto,2025-11-08,2025-11-14,https://res.cloudinary.com/dfqzmnlga/image/upload/v1762613741/2025-11-08/10808198.jpg,Utopia Double Cherry Ispine,"✨ A flavor so perfect, it's the ultimate joy in every bite! ✨"
