data_id,price,brand,category,product_name,units,quantity,unit_type,store_name,image_url,start_date,end_date,public_urls,translated_product,tinder_bio
11175987,5.0,ØGO,Grønt,Squash,1,1,stk.,Netto,https://static.tilbudsugen.dk/1st-retail/2026/26/65672/Netto262026-1_2_0x510_2406x2412_zoom.jpg,2026-06-20,2026-06-26,https://res.cloudinary.com/dfqzmnlga/image/upload/v1781934044/2026-06-20/11175987.jpg,Squash,"Cubed and crispy, I’m the perfect sidekick for any meal—just don’t ask me to cook. 🍉"
11176222,7.0,,Grønt,Radiser,1,1,bdt.,Netto,https://static.tilbudsugen.dk/1st-retail/2026/26/65672/Netto262026-1_8_31x2416_2428x4136_zoom.jpg,2026-06-20,2026-06-26,https://res.cloudinary.com/dfqzmnlga/image/upload/v1781934045/2026-06-20/11176222.jpg,Celeriacs/turnip rooted celeries,"Rooted celery with a twist—tasty, earthy, and a bit mysterious. 🥕"
11176224,8.0,,Grønt,Agurk,1,1,stk.,Netto,https://static.tilbudsugen.dk/1st-retail/2026/26/65672/Netto262026-1_8_2508x2558_4936x4167_zoom.jpg,2026-06-20,2026-06-26,https://res.cloudinary.com/dfqzmnlga/image/upload/v1781934045/2026-06-20/11176224.jpg,Agurk,"Peel, seed, and enjoy—the Agurk is the ultimate flavor burst! 🍅"
11176227,12.0,,Grønt,Kartofler,1,1,ps.,Netto,https://static.tilbudsugen.dk/1st-retail/2026/26/65672/Netto262026-1_8_2428x4093_4986x5979_zoom.jpg,2026-06-20,2026-06-26,https://res.cloudinary.com/dfqzmnlga/image/upload/v1781934045/2026-06-20/11176227.jpg,Potatoes,"I'm the humble potato, ready to sprout into a mighty green giant! 🌱"
11176214,20.0,,Grønt,Bagekartofler,1,1,ps.,Netto,https://static.tilbudsugen.dk/1st-retail/2026/26/65672/Netto262026-1_7_3580x5393_4930x6866_zoom.jpg,2026-06-20,2026-06-26,https://res.cloudinary.com/dfqzmnlga/image/upload/v1781934046/2026-06-20/11176214.jpg,Bakery potatoes,"✨ Baked to perfection, crispy and creamy—perfect for any snack or meal! 🍎"
11176218,12.0,,Frugt,Abrikoser,1,0,pk.,Netto,https://static.tilbudsugen.dk/1st-retail/2026/26/65672/Netto262026-1_8_6x635_2502x2484_zoom.jpg,2026-06-20,2026-06-26,https://res.cloudinary.com/dfqzmnlga/image/upload/v1781934046/2026-06-20/11176218.jpg,Apricots,"Sweet, juicy, and slightly tart — the perfect snack to satisfy any craving. 🍐"
11176220,20.0,,Frugt,Vindruer,1,0,bk.,Netto,https://static.tilbudsugen.dk/1st-retail/2026/26/65672/Netto262026-1_8_2533x438_4986x2533_zoom.jpg,2026-06-20,2026-06-26,https://res.cloudinary.com/dfqzmnlga/image/upload/v1781934047/2026-06-20/11176220.jpg,Grapes,"Juicy and bold, I'm the grape that never stays still—serving up sweetness and spark with every bite. 🍇"
11176225,20.0,Miss Perfect Délice,Grønt,Tomater,1,0,bk.,Netto,https://static.tilbudsugen.dk/1st-retail/2026/26/65672/Netto262026-1_8_49x4142_2440x5899_zoom.jpg,2026-06-20,2026-06-26,https://res.cloudinary.com/dfqzmnlga/image/upload/v1781934047/2026-06-20/11176225.jpg,Tomatoes,"Red, juicy, and ready to burst—perfect for any salad or snack! 🍅"
11176113,45.0,Tulip,Bacon,Baconskiver,1,0,pk.,Netto,https://static.tilbudsugen.dk/1st-retail/2026/26/65672/Netto262026-1_16_2560x1775_4902x3595_zoom.jpg,2026-06-01,2026-06-30,https://res.cloudinary.com/dfqzmnlga/image/upload/v1781934048/2026-06-20/11176113.jpg,Bacon washers,Squeaky clean and ready to peel any dilemma—just don't ask me to wash your socks. 🧼
11159214,45.0,Tulip,Bacon,Baconskiver,1,0,pk.,Netto,https://static.tilbudsugen.dk/1st-retail/2026/24/65561/Netto232026-1_12_2397x2718_4949x4857_zoom.jpg,2026-06-01,2026-06-30,https://res.cloudinary.com/dfqzmnlga/image/upload/v1781934048/2026-06-20/11159214.jpg,Bacon washers,Squeaky clean and ready to shred your day with a dash of crispy perfection 🥖
11176215,29.95,Velsmag,Kylling,Kyllingeoverlår,1,0,pk.,Netto,https://static.tilbudsugen.dk/1st-retail/2026/26/65672/Netto262026-1_7_1177x5251_2607x6854_zoom.jpg,2026-06-20,2026-06-26,https://res.cloudinary.com/dfqzmnlga/image/upload/v1781934049/2026-06-20/11176215.jpg,Chicken upper thighs,"Sizzling with flavor, ready to conquer any kitchen challenge! 🍗"
11176032,25.0,Rose,Kylling,Hakket kylling 7-10%,1,0,bk.,Netto,https://static.tilbudsugen.dk/1st-retail/2026/26/65672/Netto262026-1_11_43x2924_2482x4823_zoom.jpg,2026-06-20,2026-06-26,https://res.cloudinary.com/dfqzmnlga/image/upload/v1781934049/2026-06-20/11176032.jpg,Chicked chicken 7-10%,✨ Chickened chicken 7-10% ✨
11176034,50.0,,Kylling,Kyllingeoverlår,1,0,pk.,Netto,https://static.tilbudsugen.dk/1st-retail/2026/26/65672/Netto262026-1_11_2534x4805_4963x6791_zoom.jpg,2026-06-20,2026-06-26,https://res.cloudinary.com/dfqzmnlga/image/upload/v1781934050/2026-06-20/11176034.jpg,Chicken upper thighs,"🔥Sizzling with flavor, ready to conquer any plate! 🍗"
11176036,45.0,Rose,Kylling,Kyllingeinderfileter,1,0,bk.,Netto,https://static.tilbudsugen.dk/1st-retail/2026/26/65672/Netto262026-1_11_52x4692_2508x6869_zoom.jpg,2026-06-20,2026-06-26,https://res.cloudinary.com/dfqzmnlga/image/upload/v1781934050/2026-06-20/11176036.jpg,Chicken eiderphilets,"Chicken eiderphilets: The ultimate snack for those who love a crispy, juicy bite with a twist! 🍗"
11176035,50.0,Rose,Kylling,Kyllingebrystfilet,1,0,bk.,Netto,https://static.tilbudsugen.dk/1st-retail/2026/26/65672/Netto262026-1_11_2534x4805_4963x6791_zoom.jpg,2026-06-20,2026-06-26,https://res.cloudinary.com/dfqzmnlga/image/upload/v1781934050/2026-06-20/11176035.jpg,Chicken breast fillet,"Savoring the taste of a perfect bite, 🍗"
11176031,19.95,Velsmag,Grisekød,Flæskesteg,1,0,stk.,Netto,https://static.tilbudsugen.dk/1st-retail/2026/26/65672/Netto262026-1_11_52x198_2403x2402_zoom.jpg,2026-06-20,2026-06-26,https://res.cloudinary.com/dfqzmnlga/image/upload/v1781934051/2026-06-20/11176031.jpg,Pork roast,"Sizzling with flavor, ready to conquer your taste buds! 🍖"
11176040,45.0,Velsmag,Grisekød,Hakket grisekød 8-12%,1,1,bk.,Netto,https://static.tilbudsugen.dk/1st-retail/2026/26/65672/Netto262026-1_11_52x4692_2508x6869_zoom.jpg,2026-06-20,2026-06-26,https://res.cloudinary.com/dfqzmnlga/image/upload/v1781934051/2026-06-20/11176040.jpg,Minced pig meat 8-12 per cent,"✨ Sizzling spice, bold flavor, and a dash of surprise—perfect for any dish! 🍳"
11176038,45.0,Velsmag,Grisekød,Medister,1,1,bk.,Netto,https://static.tilbudsugen.dk/1st-retail/2026/26/65672/Netto262026-1_11_52x4692_2508x6869_zoom.jpg,2026-06-20,2026-06-26,https://res.cloudinary.com/dfqzmnlga/image/upload/v1781934052/2026-06-20/11176038.jpg,Medists,"✨ Medist with a twist—serving up the perfect blend of fun and functionality, one delightful twist at a time! 🌟"
11176209,25.0,Velsmag,Grisekød,Grisekoteletter,1,0,bk.,Netto,https://static.tilbudsugen.dk/1st-retail/2026/26/65672/Netto262026-1_7_1239x3433_2490x4962_zoom.jpg,2026-06-20,2026-06-26,https://res.cloudinary.com/dfqzmnlga/image/upload/v1781934052/2026-06-20/11176209.jpg,Pig chops,"Sizzling with flavor, I'm the perfect sidekick to any meal—grilled, roasted, or tossed. 🍳"
11176033,39.95,Velsmag,Oksekød,Hakket oksekød 8-12%,1,0,ps.,Netto,https://static.tilbudsugen.dk/1st-retail/2026/26/65672/Netto262026-1_11_2482x2933_4981x4831_zoom.jpg,2026-06-20,2026-06-26,https://res.cloudinary.com/dfqzmnlga/image/upload/v1781934053/2026-06-20/11176033.jpg,Minced beef 8-12 per cent,🔥 Spice up your meal with a dash of flavor! 🍳
11176025,29.0,Velsmag,Grisekød,Grisefilet,1,0,bk.,Netto,https://static.tilbudsugen.dk/1st-retail/2026/26/65672/Netto262026-1_10_2873x4805_4911x6904_zoom.jpg,2026-06-20,2026-06-26,https://res.cloudinary.com/dfqzmnlga/image/upload/v1781934054/2026-06-20/11176025.jpg,Pigs' fillet,"Sizzling with flavor, I'm the perfect sidekick to any meal—just don't forget to ask for the recipe. 🍴"
11176024,55.0,ØGO,Oksekød,Hakket oksekød 8-12%,1,0,ps.,Netto,https://static.tilbudsugen.dk/1st-retail/2026/26/65672/Netto262026-1_10_130x3211_2917x4927_zoom.jpg,2026-06-20,2026-06-26,https://res.cloudinary.com/dfqzmnlga/image/upload/v1781934054/2026-06-20/11176024.jpg,Minced beef 8-12 per cent,"Sizzling with flavor, ready to spice up your meal! 🍳"
11176022,25.0,Velsmag,Oksekød,Okseentrecotes,1,0,bk.,Netto,https://static.tilbudsugen.dk/1st-retail/2026/26/65672/Netto262026-1_10_2760x1357_4928x3168_zoom.jpg,2026-06-20,2026-06-26,https://res.cloudinary.com/dfqzmnlga/image/upload/v1781934055/2026-06-20/11176022.jpg,Oxeentrecottes,"✨ A flavor-packed fusion of cheese and adventure, ready to elevate any meal! ✨"
