data_id,price,brand,category,product_name,units,quantity,unit_type,store_name,image_url,start_date,end_date,public_urls,translated_product,tinder_bio
11125684,28.0,Premieur,Frugt,Ferskner,1,6,bk.,Netto,https://static.tilbudsugen.dk/1st-retail/2026/22/65445/Netto222026-1_4_248x85_4939x2714_zoom.jpg,2026-05-23,2026-05-29,https://res.cloudinary.com/dfqzmnlga/image/upload/v1779512418/2026-05-23/11125684.jpg,Peaches,"Sweet, juicy, and ready to burst—like a perfect peach in your hand! 🍑"
11125683,28.0,Premieur,Frugt,Nektariner,1,6,bk.,Netto,https://static.tilbudsugen.dk/1st-retail/2026/22/65445/Netto222026-1_4_248x85_4939x2714_zoom.jpg,2026-05-23,2026-05-29,https://res.cloudinary.com/dfqzmnlga/image/upload/v1779512419/2026-05-23/11125683.jpg,Nectarines,"Sweet, juicy, and ready to burst — like a rainbow in a fruit bowl! 🍐"
11125674,5.0,,Frugt,Citroner,1,1,stk.,Netto,https://static.tilbudsugen.dk/1st-retail/2026/22/65445/Netto222026-1_3_3735x1489_4912x3054_zoom.jpg,2026-05-23,2026-05-29,https://res.cloudinary.com/dfqzmnlga/image/upload/v1779512419/2026-05-23/11125674.jpg,Lemons,"Citrusy vibes, zesty energy, and a dash of sunshine—because life's too bright to miss a lemon! 🍋"
11125713,10.5,ØGO,Grønt,Hjertesalat,1,2,bk.,Netto,https://static.tilbudsugen.dk/1st-retail/2026/22/65445/Netto222026-1_8_2601x4123_4836x6849_zoom.jpg,2026-05-23,2026-05-29,https://res.cloudinary.com/dfqzmnlga/image/upload/v1779512420/2026-05-23/11125713.jpg,Chinese cabbages/pe-tsai,"Tangy and bold, I'm the star of the fridge—crunchy, fiery, and always ready to shine. 🥬"
11125687,6.0,Samsø,Grønt,Rødløg,1,0,ps.,Netto,https://static.tilbudsugen.dk/1st-retail/2026/22/65445/Netto222026-1_4_43x4328_2504x5969_zoom.jpg,2026-05-23,2026-05-29,https://res.cloudinary.com/dfqzmnlga/image/upload/v1779512420/2026-05-23/11125687.jpg,red onions,"Red onions: the bold, spicy, and slightly sweet whisper of the kitchen — always ready to add a touch of flavor. 🌱"
11125688,20.0,,Frugt,Vindruer,1,0,bk.,Netto,https://static.tilbudsugen.dk/1st-retail/2026/22/65445/Netto222026-1_4_2515x4355_4901x5937_zoom.jpg,2026-05-23,2026-05-29,https://res.cloudinary.com/dfqzmnlga/image/upload/v1779512420/2026-05-23/11125688.jpg,Grapes,"Juicy and vibrant, I'm the grape that brings a smile to your lips—perfect for a refreshing drink or a snack. 🍇"
11125685,10.0,,Grønt,Padron peber,1,0,bk.,Netto,https://static.tilbudsugen.dk/1st-retail/2026/22/65445/Netto222026-1_4_65x2719_2499x4333_zoom.jpg,2026-05-23,2026-05-29,https://res.cloudinary.com/dfqzmnlga/image/upload/v1779512421/2026-05-23/11125685.jpg,Padron pepper,"🔥 Super spicy, super sweet, and super bold — padron pepper is the flavor that makes your taste buds dance! 🍴"
11125679,15.0,ØGO,Grønt,Champignon,1,0,bk.,Netto,https://static.tilbudsugen.dk/1st-retail/2026/22/65445/Netto222026-1_3_3676x3140_4922x4943_zoom.jpg,2026-05-23,2026-05-29,https://res.cloudinary.com/dfqzmnlga/image/upload/v1779512421/2026-05-23/11125679.jpg,Champignon,"✨ Mushy and mild, with a touch of earthy charm—perfect for cozy nights and quiet moments. 🌱"
11125686,28.0,Driscolls,Frugt,Blåbær,1,0,bk.,Netto,https://static.tilbudsugen.dk/1st-retail/2026/22/65445/Netto222026-1_4_2504x2671_4939x4317_zoom.jpg,2026-05-23,2026-05-29,https://res.cloudinary.com/dfqzmnlga/image/upload/v1779512421/2026-05-23/11125686.jpg,Blueberries,"✨ Sip, savor, and sprinkle a little magic into every bite! 🍓"
11125706,25.0,ØGO,Frugt,Hindbær,1,0,bk.,Netto,https://static.tilbudsugen.dk/1st-retail/2026/22/65445/Netto222026-1_7_2915x825_4836x3491_zoom.jpg,2026-05-23,2026-05-29,https://res.cloudinary.com/dfqzmnlga/image/upload/v1779512422/2026-05-23/11125706.jpg,Raspberries,✨ Satisfy your cravings with a burst of tartness and flavor! 🍓
